,Feature,Classifier,ROC AUC,Accuracy,Correlation,Norm Confusion Matrix,Retrieval Calls,In-Accuracy_init_mean,In-Accuracy_bootstrap_mean,In-Accuracy_CI_lower,In-Accuracy_CI_higher,In-Accuracy_std,Mean Tokens_init_mean,Mean Tokens_bootstrap_mean,Mean Tokens_CI_lower,Mean Tokens_CI_higher,Mean Tokens_std,EM_init_mean,EM_bootstrap_mean,EM_CI_lower,EM_CI_higher,EM_std,F1_init_mean,F1_bootstrap_mean,F1_CI_lower,F1_CI_higher,F1_std,Dataset,LLM Call,is_baseline,UC_rate,overconfidence,conservativeness
85,SentenceSAR,Logistic Regression,0.649,0.894,0.159,"[[0.0, 0.106], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1850.058,1849.995,1812.986,1885.072,18.196,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,1.0,0.0,0.106
86,SentenceSAR,KNN,0.594,0.894,0.159,"[[0.0, 0.106], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1850.058,1849.995,1812.986,1885.072,18.196,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,1.0,0.0,0.106
87,SentenceSAR,MLP,0.651,0.894,0.159,"[[0.0, 0.106], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1850.058,1849.995,1812.986,1885.072,18.196,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,1.0,0.0,0.106
88,SentenceSAR,Decision Tree,0.649,0.89,0.159,"[[0.0, 0.106], [0.004, 0.89]]",1.0,0.1,0.1,0.076,0.124,0.013,1843.828,1843.881,1805.936,1878.642,18.755,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,0.996,0.004,0.106
89,SentenceSAR,Threshold,0.649,0.894,0.159,"[[0.0, 0.106], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1850.058,1849.995,1812.986,1885.072,18.196,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,1.0,0.0,0.106
90,NumSemSets,Logistic Regression,0.634,0.894,0.151,"[[0.0, 0.106], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1850.058,1849.995,1812.986,1885.072,18.196,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,1.0,0.0,0.106
91,NumSemSets,KNN,0.635,0.894,0.151,"[[0.0, 0.106], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1850.058,1849.995,1812.986,1885.072,18.196,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,1.0,0.0,0.106
92,NumSemSets,MLP,0.634,0.894,0.151,"[[0.0, 0.106], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1850.058,1849.995,1812.986,1885.072,18.196,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,1.0,0.0,0.106
93,NumSemSets,Decision Tree,0.539,0.894,0.151,"[[0.0, 0.106], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1850.058,1849.995,1812.986,1885.072,18.196,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,1.0,0.0,0.106
94,NumSemSets,Threshold,0.634,0.892,0.151,"[[0.0, 0.106], [0.002, 0.892]]",1.0,0.1,0.1,0.076,0.124,0.013,1846.022,1845.846,1808.623,1880.412,18.497,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,0.998,0.002,0.106
95,EigValLaplacian,Logistic Regression,0.617,0.894,0.125,"[[0.0, 0.106], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1850.058,1849.995,1812.986,1885.072,18.196,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,1.0,0.0,0.106
96,EigValLaplacian,KNN,0.546,0.894,0.125,"[[0.0, 0.106], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1850.058,1849.995,1812.986,1885.072,18.196,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,1.0,0.0,0.106
97,EigValLaplacian,MLP,0.617,0.894,0.125,"[[0.0, 0.106], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1850.058,1849.995,1812.986,1885.072,18.196,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,1.0,0.0,0.106
98,EigValLaplacian,Decision Tree,0.589,0.888,0.125,"[[0.0, 0.106], [0.006, 0.888]]",0.99,0.1,0.1,0.076,0.124,0.013,1838.418,1838.4,1798.482,1873.944,19.045,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,1.99,0,0.994,0.006,0.106
99,EigValLaplacian,Threshold,0.617,0.894,0.125,"[[0.002, 0.104], [0.002, 0.892]]",1.0,0.102,0.102,0.078,0.128,0.013,1842.47,1842.408,1804.748,1877.0,19.006,0.088,0.088,0.066,0.112,0.012,0.169,0.169,0.141,0.196,0.014,musique,2.0,0,0.996,0.002,0.104
100,DegMat,Logistic Regression,0.617,0.894,0.125,"[[0.0, 0.106], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1850.058,1849.995,1812.986,1885.072,18.196,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,1.0,0.0,0.106
101,DegMat,KNN,0.546,0.894,0.125,"[[0.0, 0.106], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1850.058,1849.995,1812.986,1885.072,18.196,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,1.0,0.0,0.106
102,DegMat,MLP,0.617,0.894,0.125,"[[0.0, 0.106], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1850.058,1849.995,1812.986,1885.072,18.196,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,1.0,0.0,0.106
103,DegMat,Decision Tree,0.549,0.878,0.125,"[[0.002, 0.104], [0.018, 0.876]]",0.98,0.1,0.1,0.076,0.124,0.013,1811.512,1811.035,1769.864,1851.322,21.196,0.088,0.088,0.066,0.112,0.012,0.168,0.169,0.141,0.197,0.014,musique,1.98,0,0.98,0.018,0.104
104,DegMat,Threshold,0.617,0.894,0.125,"[[0.0, 0.106], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1850.058,1849.995,1812.986,1885.072,18.196,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,1.0,0.0,0.106
105,Eccentricity,Logistic Regression,0.628,0.894,0.123,"[[0.0, 0.106], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1850.058,1849.995,1812.986,1885.072,18.196,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,1.0,0.0,0.106
106,Eccentricity,KNN,0.589,0.894,0.123,"[[0.0, 0.106], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1850.058,1849.995,1812.986,1885.072,18.196,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,1.0,0.0,0.106
107,Eccentricity,MLP,0.629,0.894,0.123,"[[0.0, 0.106], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1850.058,1849.995,1812.986,1885.072,18.196,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,1.0,0.0,0.106
108,Eccentricity,Decision Tree,0.578,0.89,0.123,"[[0.0, 0.106], [0.004, 0.89]]",1.0,0.1,0.1,0.076,0.124,0.013,1841.612,1841.514,1805.022,1877.013,18.768,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,0.996,0.004,0.106
109,Eccentricity,Threshold,0.614,0.896,0.123,"[[0.002, 0.104], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1846.354,1846.414,1809.99,1882.38,18.571,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,0.998,0.0,0.104
110,Lex-Similarity,Logistic Regression,0.578,0.894,0.084,"[[0.0, 0.106], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1850.058,1849.995,1812.986,1885.072,18.196,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,1.0,0.0,0.106
111,Lex-Similarity,KNN,0.553,0.894,0.084,"[[0.0, 0.106], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1850.058,1849.995,1812.986,1885.072,18.196,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,1.0,0.0,0.106
112,Lex-Similarity,MLP,0.578,0.894,0.084,"[[0.0, 0.106], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1850.058,1849.995,1812.986,1885.072,18.196,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,1.0,0.0,0.106
113,Lex-Similarity,Decision Tree,0.594,0.886,0.084,"[[0.0, 0.106], [0.008, 0.886]]",0.99,0.1,0.1,0.076,0.124,0.013,1834.494,1834.696,1797.783,1869.739,18.948,0.088,0.088,0.066,0.112,0.012,0.168,0.168,0.141,0.196,0.014,musique,1.99,0,0.992,0.008,0.106
114,Lex-Similarity,Threshold,0.578,0.896,0.084,"[[0.002, 0.104], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1846.354,1846.414,1809.99,1882.38,18.571,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,0.998,0.0,0.104
115,MD,Logistic Regression,0.582,0.894,-0.087,"[[0.0, 0.106], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1850.058,1849.995,1812.986,1885.072,18.196,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,1.0,0.0,0.106
116,MD,KNN,0.518,0.894,-0.087,"[[0.0, 0.106], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1850.058,1849.995,1812.986,1885.072,18.196,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,1.0,0.0,0.106
117,MD,MLP,0.5,0.894,-0.087,"[[0.0, 0.106], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1850.058,1849.995,1812.986,1885.072,18.196,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,1.0,0.0,0.106
118,MD,Decision Tree,0.583,0.86,-0.087,"[[0.004, 0.102], [0.038, 0.856]]",0.96,0.098,0.098,0.072,0.122,0.013,1774.852,1773.911,1725.909,1820.049,24.57,0.086,0.086,0.064,0.108,0.012,0.166,0.167,0.139,0.195,0.014,musique,1.96,0,0.958,0.038,0.102
119,MD,Threshold,0.418,0.894,-0.087,"[[0.0, 0.106], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1850.058,1849.995,1812.986,1885.072,18.196,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,1.0,0.0,0.106
120,RMD,Logistic Regression,0.572,0.894,-0.076,"[[0.0, 0.106], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1850.058,1849.995,1812.986,1885.072,18.196,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,1.0,0.0,0.106
121,RMD,KNN,0.525,0.894,-0.076,"[[0.0, 0.106], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1850.058,1849.995,1812.986,1885.072,18.196,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,1.0,0.0,0.106
122,RMD,MLP,0.421,0.894,-0.076,"[[0.0, 0.106], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1850.058,1849.995,1812.986,1885.072,18.196,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,1.0,0.0,0.106
123,RMD,Decision Tree,0.557,0.888,-0.076,"[[0.0, 0.106], [0.006, 0.888]]",0.99,0.098,0.098,0.074,0.122,0.013,1838.296,1837.786,1798.8,1874.109,19.648,0.086,0.086,0.064,0.11,0.012,0.164,0.165,0.138,0.191,0.014,musique,1.99,0,0.994,0.006,0.106
124,RMD,Threshold,0.428,0.894,-0.076,"[[0.0, 0.106], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1850.058,1849.995,1812.986,1885.072,18.196,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,1.0,0.0,0.106
125,RDE,Logistic Regression,0.502,0.894,-0.002,"[[0.0, 0.106], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1850.058,1849.995,1812.986,1885.072,18.196,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,1.0,0.0,0.106
126,RDE,KNN,0.489,0.894,-0.002,"[[0.0, 0.106], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1850.058,1849.995,1812.986,1885.072,18.196,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,1.0,0.0,0.106
127,RDE,MLP,0.509,0.894,-0.002,"[[0.0, 0.106], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1850.058,1849.995,1812.986,1885.072,18.196,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,1.0,0.0,0.106
128,RDE,Decision Tree,0.47,0.888,-0.002,"[[0.002, 0.104], [0.008, 0.886]]",0.99,0.102,0.102,0.078,0.128,0.013,1833.468,1833.168,1792.646,1871.1,20.146,0.09,0.09,0.068,0.114,0.012,0.17,0.17,0.144,0.198,0.014,musique,1.99,0,0.99,0.008,0.104
129,RDE,Threshold,0.498,0.878,-0.002,"[[0.002, 0.104], [0.018, 0.876]]",0.98,0.102,0.102,0.076,0.128,0.013,1822.63,1822.571,1776.844,1863.376,21.391,0.09,0.09,0.066,0.114,0.012,0.171,0.171,0.144,0.199,0.014,musique,1.98,0,0.98,0.018,0.104
130,Hybrid,Logistic Regression,0.582,0.896,0.0,"[[0.002, 0.104], [0.0, 0.894]]",1.0,0.102,0.102,0.076,0.128,0.013,1847.482,1847.564,1811.091,1883.453,18.483,0.09,0.09,0.068,0.114,0.012,0.169,0.169,0.142,0.196,0.014,musique,2.0,0,0.998,0.0,0.104
131,Hybrid,KNN,0.546,0.894,0.0,"[[0.0, 0.106], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1850.058,1849.995,1812.986,1885.072,18.196,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,1.0,0.0,0.106
132,Hybrid,MLP,0.474,0.894,0.0,"[[0.0, 0.106], [0.0, 0.894]]",1.0,0.1,0.1,0.076,0.124,0.013,1850.058,1849.995,1812.986,1885.072,18.196,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,2.0,0,1.0,0.0,0.106
133,Hybrid,Decision Tree,0.46,0.856,0.0,"[[0.006, 0.1], [0.044, 0.85]]",0.95,0.096,0.096,0.072,0.12,0.013,1759.616,1758.798,1707.196,1809.116,25.213,0.084,0.084,0.062,0.106,0.012,0.164,0.164,0.139,0.191,0.014,musique,1.95,0,0.95,0.044,0.1
134,All Context,,,,,,1.0,0.1,0.1,0.076,0.124,0.013,,,,,,0.088,0.088,0.066,0.112,0.012,0.167,0.167,0.14,0.195,0.014,musique,1.0,1,,,
135,No Context,,,,,,0.0,0.106,0.105,0.078,0.134,0.014,,,,,,0.1,0.099,0.074,0.128,0.014,0.193,0.192,0.161,0.223,0.016,musique,1.0,1,,,
136,Ideal,,,,,,0.89,0.164,0.163,0.132,0.194,0.017,1658.852,1660.756,1598.34,1721.486,31.316,0.152,0.151,0.12,0.182,0.016,0.228,0.228,0.195,0.261,0.017,musique,1.0,1,,,
137,Perplexity,Logistic Regression,0.709,0.688,0.348,"[[0.588, 0.048], [0.264, 0.1]]",0.15,0.644,0.645,0.604,0.688,0.022,363.356,361.509,293.759,434.485,35.712,0.594,0.594,0.552,0.638,0.022,0.682,0.682,0.644,0.718,0.019,trivia,1.15,0,0.148,0.264,0.048
138,Perplexity,KNN,0.694,0.7,0.348,"[[0.524, 0.112], [0.188, 0.176]]",0.29,0.644,0.644,0.602,0.686,0.022,672.596,670.953,582.258,759.354,46.121,0.592,0.591,0.548,0.636,0.022,0.68,0.68,0.642,0.718,0.019,trivia,1.29,0,0.288,0.188,0.112
139,Perplexity,MLP,0.709,0.698,0.348,"[[0.544, 0.092], [0.21, 0.154]]",0.25,0.64,0.64,0.596,0.682,0.022,578.056,576.717,499.971,661.334,42.358,0.584,0.584,0.542,0.628,0.022,0.673,0.673,0.636,0.712,0.019,trivia,1.25,0,0.246,0.21,0.092
140,Perplexity,Decision Tree,0.692,0.686,0.348,"[[0.582, 0.054], [0.26, 0.104]]",0.16,0.646,0.646,0.606,0.69,0.022,387.276,385.178,315.168,454.603,36.387,0.594,0.594,0.55,0.638,0.022,0.683,0.684,0.645,0.72,0.019,trivia,1.16,0,0.158,0.26,0.054
141,Perplexity,Threshold,0.709,0.702,0.348,"[[0.484, 0.152], [0.146, 0.218]]",0.37,0.638,0.638,0.594,0.678,0.021,854.612,852.356,762.136,946.264,46.584,0.586,0.586,0.544,0.628,0.022,0.674,0.674,0.636,0.71,0.019,trivia,1.37,0,0.37,0.146,0.152
142,Mean Entropy,Logistic Regression,0.719,0.696,0.365,"[[0.568, 0.068], [0.236, 0.128]]",0.2,0.64,0.64,0.598,0.684,0.022,469.938,467.477,389.098,545.472,39.751,0.59,0.59,0.548,0.634,0.022,0.677,0.678,0.64,0.715,0.02,trivia,1.2,0,0.196,0.236,0.068
143,Mean Entropy,KNN,0.711,0.714,0.365,"[[0.524, 0.112], [0.174, 0.19]]",0.3,0.65,0.65,0.606,0.692,0.021,703.642,700.224,607.18,789.993,46.344,0.598,0.598,0.554,0.642,0.022,0.687,0.688,0.649,0.725,0.019,trivia,1.3,0,0.302,0.174,0.112
144,Mean Entropy,MLP,0.719,0.702,0.365,"[[0.532, 0.104], [0.194, 0.17]]",0.27,0.634,0.634,0.59,0.676,0.022,643.926,642.431,556.312,724.914,43.665,0.582,0.582,0.54,0.626,0.022,0.673,0.673,0.634,0.71,0.019,trivia,1.27,0,0.274,0.194,0.104
145,Mean Entropy,Decision Tree,0.703,0.716,0.365,"[[0.492, 0.144], [0.14, 0.224]]",0.37,0.64,0.64,0.596,0.68,0.021,850.788,847.659,754.431,945.067,46.804,0.586,0.586,0.544,0.63,0.022,0.675,0.675,0.638,0.712,0.019,trivia,1.37,0,0.368,0.14,0.144
146,Mean Entropy,Threshold,0.719,0.704,0.365,"[[0.538, 0.098], [0.198, 0.166]]",0.26,0.638,0.638,0.594,0.68,0.022,621.684,620.125,534.54,702.411,43.83,0.588,0.588,0.544,0.632,0.022,0.678,0.678,0.639,0.716,0.019,trivia,1.26,0,0.264,0.198,0.098
147,Max Entropy,Logistic Regression,0.711,0.722,0.352,"[[0.568, 0.068], [0.21, 0.154]]",0.22,0.65,0.65,0.608,0.692,0.022,530.38,528.031,450.315,611.057,41.403,0.598,0.598,0.554,0.642,0.022,0.687,0.687,0.65,0.725,0.019,trivia,1.22,0,0.222,0.21,0.068
148,Max Entropy,KNN,0.687,0.7,0.352,"[[0.532, 0.104], [0.196, 0.168]]",0.27,0.642,0.642,0.6,0.686,0.022,638.876,638.749,555.724,726.26,44.146,0.588,0.588,0.544,0.63,0.022,0.679,0.679,0.642,0.715,0.019,trivia,1.27,0,0.272,0.196,0.104
149,Max Entropy,MLP,0.711,0.72,0.352,"[[0.544, 0.092], [0.188, 0.176]]",0.27,0.65,0.65,0.608,0.692,0.022,633.142,630.862,548.159,721.396,44.347,0.598,0.597,0.556,0.642,0.022,0.689,0.689,0.653,0.726,0.019,trivia,1.27,0,0.268,0.188,0.092
150,Max Entropy,Decision Tree,0.708,0.712,0.352,"[[0.568, 0.068], [0.22, 0.144]]",0.21,0.646,0.646,0.602,0.69,0.022,506.436,505.23,423.866,584.848,39.857,0.596,0.596,0.552,0.638,0.022,0.685,0.685,0.647,0.722,0.019,trivia,1.21,0,0.212,0.22,0.068
151,Max Entropy,Threshold,0.711,0.716,0.352,"[[0.526, 0.11], [0.174, 0.19]]",0.3,0.646,0.646,0.602,0.69,0.022,703.46,701.14,613.667,792.808,45.636,0.594,0.594,0.55,0.638,0.022,0.685,0.685,0.647,0.722,0.019,trivia,1.3,0,0.3,0.174,0.11
152,Median Entropy,Logistic Regression,0.649,0.666,0.249,"[[0.598, 0.038], [0.296, 0.068]]",0.11,0.64,0.641,0.6,0.684,0.021,271.434,270.123,216.257,328.725,30.084,0.588,0.588,0.546,0.63,0.022,0.679,0.679,0.642,0.716,0.019,trivia,1.11,0,0.106,0.296,0.038
153,Median Entropy,KNN,0.608,0.63,0.249,"[[0.526, 0.11], [0.26, 0.104]]",0.21,0.63,0.63,0.586,0.674,0.022,509.214,508.578,428.199,589.243,41.475,0.582,0.582,0.54,0.626,0.022,0.67,0.67,0.633,0.706,0.019,trivia,1.21,0,0.214,0.26,0.11
154,Median Entropy,MLP,0.649,0.676,0.249,"[[0.58, 0.056], [0.268, 0.096]]",0.15,0.644,0.644,0.602,0.688,0.022,371.686,369.731,304.866,440.114,34.922,0.596,0.596,0.554,0.64,0.022,0.682,0.683,0.644,0.72,0.019,trivia,1.15,0,0.152,0.268,0.056
155,Median Entropy,Decision Tree,0.617,0.658,0.249,"[[0.604, 0.032], [0.31, 0.054]]",0.09,0.634,0.635,0.592,0.676,0.022,227.582,226.856,174.61,281.089,28.047,0.586,0.586,0.544,0.628,0.022,0.674,0.675,0.638,0.713,0.019,trivia,1.09,0,0.086,0.31,0.032
156,Median Entropy,Threshold,0.649,0.668,0.249,"[[0.58, 0.056], [0.276, 0.088]]",0.14,0.64,0.641,0.598,0.684,0.022,354.634,353.028,290.12,422.594,34.035,0.592,0.593,0.55,0.636,0.022,0.679,0.68,0.641,0.717,0.019,trivia,1.1400000000000001,0,0.144,0.276,0.056
157,Min Entropy,Logistic Regression,0.37,0.636,0.216,"[[0.636, 0.0], [0.364, 0.0]]",0.0,0.636,0.637,0.596,0.682,0.022,39.652,39.652,38.938,40.43,0.403,0.592,0.592,0.55,0.636,0.022,0.675,0.676,0.638,0.714,0.019,trivia,1.0,0,0.0,0.364,0.0
158,Min Entropy,KNN,0.62,0.65,0.216,"[[0.536, 0.1], [0.25, 0.114]]",0.21,0.634,0.634,0.592,0.676,0.021,516.124,515.214,436.252,596.106,41.705,0.582,0.582,0.54,0.624,0.022,0.675,0.676,0.639,0.712,0.019,trivia,1.21,0,0.214,0.25,0.1
159,Min Entropy,MLP,0.37,0.636,0.216,"[[0.636, 0.0], [0.364, 0.0]]",0.0,0.636,0.637,0.596,0.682,0.022,39.652,39.652,38.938,40.43,0.403,0.592,0.592,0.55,0.636,0.022,0.675,0.676,0.638,0.714,0.019,trivia,1.0,0,0.0,0.364,0.0
160,Min Entropy,Decision Tree,0.622,0.636,0.216,"[[0.454, 0.182], [0.182, 0.182]]",0.36,0.634,0.634,0.592,0.676,0.022,846.16,844.287,756.989,938.744,47.057,0.574,0.574,0.532,0.618,0.022,0.675,0.675,0.638,0.713,0.019,trivia,1.3599999999999999,0,0.364,0.182,0.182
161,Min Entropy,Threshold,0.63,0.642,0.216,"[[0.596, 0.04], [0.318, 0.046]]",0.09,0.63,0.63,0.588,0.674,0.022,231.448,231.484,180.683,288.521,28.014,0.584,0.584,0.54,0.628,0.022,0.672,0.672,0.633,0.71,0.02,trivia,1.09,0,0.086,0.318,0.04
162,Mean Probability,Logistic Regression,0.697,0.66,0.328,"[[0.618, 0.018], [0.322, 0.042]]",0.06,0.642,0.643,0.602,0.684,0.021,171.806,171.197,126.357,218.661,23.633,0.592,0.592,0.55,0.634,0.022,0.681,0.682,0.644,0.719,0.019,trivia,1.06,0,0.06,0.322,0.018
163,Mean Probability,KNN,0.68,0.682,0.328,"[[0.536, 0.1], [0.218, 0.146]]",0.25,0.642,0.642,0.6,0.684,0.021,581.878,580.648,502.906,664.636,42.326,0.582,0.582,0.538,0.628,0.022,0.674,0.674,0.637,0.711,0.019,trivia,1.25,0,0.246,0.218,0.1
164,Mean Probability,MLP,0.697,0.68,0.328,"[[0.538, 0.098], [0.222, 0.142]]",0.24,0.636,0.637,0.592,0.678,0.022,564.498,562.621,481.878,646.166,42.063,0.586,0.586,0.544,0.632,0.022,0.672,0.673,0.635,0.711,0.02,trivia,1.24,0,0.24,0.222,0.098
165,Mean Probability,Decision Tree,0.666,0.65,0.328,"[[0.608, 0.028], [0.322, 0.042]]",0.07,0.64,0.641,0.6,0.682,0.022,194.624,194.666,147.729,243.93,24.916,0.588,0.588,0.544,0.632,0.022,0.678,0.678,0.639,0.715,0.019,trivia,1.07,0,0.07,0.322,0.028
166,Mean Probability,Threshold,0.697,0.676,0.328,"[[0.496, 0.14], [0.184, 0.18]]",0.32,0.634,0.634,0.592,0.676,0.021,741.696,739.477,649.522,826.227,45.629,0.58,0.58,0.538,0.626,0.022,0.67,0.67,0.633,0.707,0.019,trivia,1.32,0,0.32,0.184,0.14
167,Max Probability,Logistic Regression,0.673,0.662,0.288,"[[0.61, 0.026], [0.312, 0.052]]",0.08,0.642,0.643,0.6,0.686,0.022,211.196,210.476,161.782,262.806,26.502,0.592,0.592,0.55,0.636,0.022,0.68,0.681,0.641,0.719,0.02,trivia,1.08,0,0.078,0.312,0.026
168,Max Probability,KNN,0.656,0.694,0.288,"[[0.522, 0.114], [0.192, 0.172]]",0.29,0.634,0.634,0.59,0.676,0.022,670.122,669.547,584.191,755.191,44.192,0.582,0.581,0.538,0.624,0.022,0.67,0.67,0.63,0.708,0.02,trivia,1.29,0,0.286,0.192,0.114
169,Max Probability,MLP,0.673,0.71,0.288,"[[0.57, 0.066], [0.224, 0.14]]",0.21,0.646,0.646,0.602,0.686,0.022,494.126,493.671,416.167,577.434,40.798,0.59,0.589,0.546,0.632,0.022,0.683,0.683,0.644,0.72,0.019,trivia,1.21,0,0.206,0.224,0.066
170,Max Probability,Decision Tree,0.662,0.702,0.288,"[[0.562, 0.074], [0.224, 0.14]]",0.21,0.644,0.644,0.6,0.686,0.022,511.658,511.259,431.576,595.337,41.646,0.588,0.587,0.546,0.63,0.022,0.681,0.681,0.642,0.718,0.019,trivia,1.21,0,0.214,0.224,0.074
171,Max Probability,Threshold,0.673,0.694,0.288,"[[0.516, 0.12], [0.186, 0.178]]",0.3,0.63,0.63,0.586,0.672,0.022,696.81,695.7,615.524,791.708,44.883,0.576,0.575,0.532,0.62,0.022,0.666,0.666,0.626,0.704,0.02,trivia,1.3,0,0.298,0.186,0.12
